refugee_id,family_size,origin_country,primary_language,education_level,skill_type,years_experience,trauma_level,aid_dependency_ratio,has_family_network,preferred_cost_level,adaptability_index
39859,6,Country_2,Urdu,Secondary,Carpentry,12,4,0.02,1,Low,0.27
39860,1,Country_68,Swahili,Secondary,Logistics,11,3,0.91,0,Medium,0.25
39861,2,Country_18,Swahili,None,Retail,17,1,0.52,1,Medium,0.93
39862,3,Country_112,Arabic,Secondary,Construction,4,2,0.14,1,Low,0.96
39863,6,Country_61,English,Secondary,IT,13,5,0.65,1,Low,0.7
39864,5,Country_10,Spanish,Primary,Healthcare,6,5,0.76,0,Medium,0.1
39865,7,Country_25,Swahili,Secondary,Teaching,9,4,0.69,0,High,0.38
39866,5,Country_25,Spanish,Bachelor,Retail,8,1,0.28,1,Low,0.53
39867,4,Country_12,Arabic,Master,Retail,15,2,0.87,1,Medium,0.99
39868,8,Country_105,English,Primary,IT,17,5,0.01,1,Low,0.88
39869,7,Country_7,French,Master,Healthcare,25,3,0.77,1,High,0.5
39870,1,Country_114,Urdu,Bachelor,Teaching,14,1,0.2,1,Low,0.05
39871,4,Country_65,Dari,Secondary,Teaching,16,2,0.42,0,Low,0.09
39872,3,Country_12,Dari,Master,IT,10,5,0.19,0,High,0.41
39873,5,Country_83,English,Primary,Carpentry,20,5,0.73,1,High,0.72
39874,2,Country_115,Swahili,Master,Teaching,21,3,0.85,1,Low,0.88
39875,7,Country_50,Dari,None,Carpentry,10,3,0.42,1,Low,0.05
39876,6,Country_114,Swahili,Primary,Healthcare,14,1,0.71,1,Medium,0.62
39877,3,Country_64,English,Secondary,Agriculture,5,1,0.42,0,Low,0.87
39878,4,Country_47,French,Master,Construction,14,2,0.5,0,Low,0.85
39879,4,Country_113,Dari,Bachelor,Retail,10,3,0.45,0,High,0.26
39880,8,Country_36,English,Primary,Construction,25,5,0.81,0,Medium,0.78
39881,5,Country_18,Arabic,None,IT,18,5,0.07,0,Low,0.88
39882,8,Country_55,English,Primary,Plumbing,2,5,0.72,1,High,0.3
39883,3,Country_22,Dari,Primary,IT,0,1,0.41,0,High,0.67
39884,5,Country_100,Swahili,Master,Logistics,19,3,0.4,0,Low,0.31
39885,3,Country_102,French,Secondary,Carpentry,16,1,0.09,1,Low,0.09
39886,2,Country_37,Swahili,None,Retail,23,1,0.74,1,Medium,0.45
39887,4,Country_80,Swahili,Master,Logistics,17,2,0.82,0,Low,0.86
39888,2,Country_34,French,Bachelor,Engineering,5,5,0.97,0,Medium,0.11
39889,3,Country_88,Swahili,None,Healthcare,16,1,0.81,1,Low,0.63
39890,5,Country_71,Swahili,Master,Construction,16,3,0.89,0,Medium,0.05
39891,2,Country_62,French,None,Construction,5,4,0.44,1,High,0.32
39892,8,Country_51,Urdu,None,Plumbing,18,2,0.84,0,Low,0.13
39893,6,Country_93,French,Secondary,Logistics,14,5,0.26,1,Medium,0.69
39894,4,Country_76,English,Primary,Construction,0,2,0.2,0,Medium,0.32
39895,5,Country_107,Spanish,Secondary,Teaching,14,5,0.7,0,High,0.66
39896,7,Country_43,Spanish,Secondary,IT,9,2,0.81,1,Medium,0.74
39897,1,Country_39,French,None,Construction,8,3,0.52,1,Low,0.58
39898,5,Country_14,French,Master,Plumbing,25,3,0.84,0,Low,0.43
39899,4,Country_55,French,Secondary,Healthcare,24,4,0.47,0,High,0.27
39900,1,Country_14,French,None,Healthcare,18,1,0.68,1,Low,0.86
39901,7,Country_68,Dari,Secondary,Teaching,6,4,0.35,1,Low,0.6
39902,1,Country_78,Swahili,Bachelor,Teaching,12,3,0.62,1,Low,0.7
39903,4,Country_80,Arabic,Master,Plumbing,0,1,0.37,1,Low,0.68
39904,6,Country_12,Arabic,Secondary,Carpentry,21,1,0.11,1,Medium,0.16
39905,2,Country_93,Dari,Bachelor,Healthcare,1,2,0.03,1,Medium,0.36
39906,7,Country_74,Dari,Bachelor,Teaching,14,3,0.05,0,Low,0.63
39907,3,Country_16,Dari,None,Healthcare,23,1,0.99,1,Medium,0.09
39908,8,Country_10,Urdu,Master,Carpentry,14,5,0.55,0,Low,0.82
39909,5,Country_51,Swahili,None,Retail,18,1,0.47,1,Medium,0.61
39910,1,Country_88,French,Secondary,Logistics,0,5,0.99,0,Medium,0.05
39911,8,Country_22,Spanish,Secondary,Plumbing,14,3,0.67,1,Medium,0.3
39912,8,Country_68,Dari,Primary,Carpentry,23,2,0.17,0,Low,0.06
39913,2,Country_46,Spanish,Master,Logistics,25,3,0.66,0,Low,0.27
39914,7,Country_50,Spanish,None,Carpentry,23,3,0.11,1,High,0.41
39915,3,Country_12,English,None,Logistics,15,5,0.14,0,High,0.69
39916,8,Country_88,Arabic,Primary,Carpentry,18,4,0.85,0,Medium,0.03
39917,4,Country_94,Arabic,Secondary,Retail,1,5,0.59,0,High,0.92
39918,4,Country_111,Arabic,Master,Healthcare,10,1,0.28,0,Low,0.89
39919,2,Country_8,Arabic,Bachelor,Construction,5,2,0.49,0,Medium,0.19
39920,5,Country_108,Arabic,Bachelor,Carpentry,22,5,0.61,0,High,0.24
39921,8,Country_70,Dari,None,Retail,3,5,0.31,1,Low,0.23
39922,7,Country_59,Urdu,None,Teaching,8,2,0.01,0,High,0.42
39923,1,Country_53,French,None,Carpentry,14,3,0.16,1,Medium,0.07
39924,1,Country_105,Arabic,Bachelor,Plumbing,14,1,0.26,0,Low,0.37
39925,8,Country_61,Urdu,Bachelor,Logistics,22,2,0.11,0,Low,0.73
39926,1,Country_27,English,None,Engineering,14,5,0.07,0,High,0.92
39927,2,Country_106,Swahili,Master,Teaching,21,1,0.5,1,Medium,0.94
39928,4,Country_60,French,Secondary,IT,18,5,0.87,0,Low,0.61
39929,2,Country_45,Swahili,Master,Carpentry,22,1,0.96,1,Medium,0.59
39930,7,Country_86,French,Master,Teaching,9,3,0.96,0,High,0.22
39931,2,Country_62,Spanish,Bachelor,Engineering,15,3,0.81,0,Low,1.0
39932,6,Country_40,Spanish,Bachelor,Teaching,18,5,0.06,1,Medium,0.54
39933,1,Country_68,Arabic,Bachelor,Carpentry,8,1,0.6,1,Medium,0.86
39934,3,Country_92,Urdu,Secondary,Healthcare,22,3,0.3,0,High,0.39
39935,2,Country_69,French,Bachelor,Plumbing,7,4,0.91,0,High,0.35
39936,6,Country_39,Spanish,Secondary,Logistics,13,5,0.93,0,Low,0.41
39937,5,Country_12,Spanish,Primary,Healthcare,13,4,0.54,0,High,0.54
39938,2,Country_36,Arabic,Primary,IT,23,5,0.08,1,Low,1.0
39939,6,Country_116,French,Secondary,Agriculture,5,3,0.38,0,Low,0.76
39940,3,Country_57,Urdu,Bachelor,IT,18,4,0.33,0,Medium,0.48
39941,4,Country_73,English,None,Agriculture,19,1,0.58,1,Low,0.48
39942,8,Country_41,Spanish,Master,IT,21,4,0.75,1,High,0.62
39943,1,Country_77,English,Bachelor,Logistics,8,1,0.11,1,High,0.88
39944,8,Country_4,Spanish,Primary,Agriculture,17,1,0.27,1,Low,0.54
39945,5,Country_109,Urdu,None,Retail,12,2,0.67,0,High,0.64
39946,2,Country_93,Arabic,Master,Healthcare,7,2,0.43,0,High,0.34
39947,5,Country_79,English,Bachelor,Logistics,4,2,0.61,1,High,0.46
39948,6,Country_58,Arabic,Master,Agriculture,23,5,0.29,1,Medium,0.92
39949,4,Country_36,Spanish,None,Carpentry,19,5,0.42,0,High,0.04
39950,2,Country_54,Arabic,Secondary,Logistics,14,1,0.24,1,Low,0.84
39951,6,Country_79,English,Primary,Construction,17,2,0.79,1,High,0.36
39952,7,Country_21,Dari,Secondary,Retail,20,3,0.11,0,Low,0.7
39953,7,Country_75,Urdu,Primary,Construction,11,4,0.58,1,High,0.07
39954,5,Country_92,Spanish,Secondary,Plumbing,17,2,0.89,0,Medium,0.31
39955,5,Country_113,French,None,Healthcare,11,1,0.26,1,Low,0.42
39956,1,Country_2,Arabic,Primary,Plumbing,19,4,0.03,0,High,0.74
39957,4,Country_108,Swahili,None,Carpentry,9,3,0.47,1,Low,0.12
39958,8,Country_5,Swahili,Master,IT,23,1,0.08,1,Low,0.71
39959,7,Country_100,Swahili,Secondary,Plumbing,0,4,0.72,0,Low,0.11
39960,5,Country_117,English,Master,Logistics,9,2,0.23,1,Low,0.79
39961,3,Country_50,Urdu,Secondary,Carpentry,16,5,0.68,1,Low,0.15
39962,2,Country_120,Swahili,Bachelor,Carpentry,1,3,0.48,1,High,0.43
39963,7,Country_7,French,None,Carpentry,6,1,0.56,0,High,0.61
39964,5,Country_67,Dari,Master,IT,15,3,0.64,1,Medium,0.77
39965,7,Country_105,Spanish,None,Retail,10,4,0.8,0,Low,0.54
39966,2,Country_1,Spanish,Bachelor,Agriculture,15,1,0.99,0,Low,0.05
39967,7,Country_4,English,Primary,Construction,22,1,0.85,0,Medium,0.57
39968,2,Country_45,Dari,Master,Engineering,24,2,0.62,1,Low,0.84
39969,2,Country_117,Swahili,Bachelor,Engineering,11,4,0.36,1,Low,0.16
39970,3,Country_59,Swahili,Bachelor,Healthcare,15,2,0.97,0,Medium,0.2
39971,8,Country_57,Arabic,Primary,Agriculture,16,5,0.91,1,Low,0.08
39972,2,Country_89,English,None,Logistics,15,2,0.97,1,Low,0.5
39973,6,Country_4,Arabic,Bachelor,IT,23,3,0.88,1,High,0.96
39974,3,Country_15,Arabic,Primary,Healthcare,15,4,0.96,0,Medium,0.09
39975,7,Country_24,Arabic,None,Carpentry,9,4,0.08,0,High,0.25
39976,2,Country_80,Arabic,Primary,Engineering,17,5,0.68,0,High,0.63
39977,1,Country_5,Spanish,Bachelor,Retail,13,1,0.56,1,Medium,0.42
39978,3,Country_103,Dari,Secondary,IT,22,3,0.9,0,Medium,0.94
39979,5,Country_100,Arabic,Secondary,Engineering,6,2,0.58,1,Medium,0.61
39980,4,Country_113,English,Bachelor,Logistics,8,4,0.29,1,Medium,0.19
39981,5,Country_20,English,Master,Engineering,19,3,0.11,0,High,0.89
39982,7,Country_103,Urdu,None,Plumbing,11,3,0.74,1,Medium,0.48
39983,4,Country_83,Arabic,Primary,Carpentry,21,2,0.73,0,High,0.15
39984,8,Country_95,Dari,None,Retail,7,1,0.9,1,High,0.34
39985,3,Country_117,French,None,Construction,12,2,0.97,0,High,0.64
39986,2,Country_2,French,Primary,Agriculture,18,4,0.24,1,Low,0.69
39987,6,Country_24,Dari,Master,Agriculture,4,1,0.16,1,Medium,0.67
39988,8,Country_48,French,Master,Logistics,12,3,0.01,0,High,0.15
39989,5,Country_64,Arabic,Primary,Agriculture,7,4,0.36,1,High,0.98
39990,8,Country_21,English,Bachelor,Construction,23,5,0.17,1,Medium,0.5
39991,8,Country_42,Swahili,None,Retail,22,1,0.13,1,Low,0.46
39992,5,Country_95,English,Secondary,Retail,0,5,0.42,0,Low,0.25
39993,8,Country_16,French,None,Engineering,18,2,0.8,0,Medium,0.3
39994,1,Country_116,Swahili,Bachelor,Healthcare,15,5,0.32,0,Low,0.74
39995,3,Country_9,Spanish,Primary,Carpentry,8,2,0.6,0,Low,0.14
39996,1,Country_68,Swahili,Master,Teaching,5,4,0.47,1,Low,0.93
39997,8,Country_40,Swahili,Primary,Logistics,25,3,0.93,1,High,0.34
39998,4,Country_5,Urdu,Primary,Engineering,6,5,0.82,0,Medium,0.07
39999,4,Country_72,Urdu,Secondary,Healthcare,11,4,0.86,0,High,0.76
40000,7,Country_7,English,Secondary,Agriculture,3,4,0.52,0,Low,0.29
40001,3,Country_107,Arabic,Bachelor,Engineering,21,2,0.33,0,High,0.05
40002,8,Country_19,Dari,None,Carpentry,7,5,0.56,0,Low,0.21
40003,3,Country_30,English,None,Retail,13,3,0.59,0,High,0.63
40004,4,Country_90,Spanish,Bachelor,Construction,7,5,0.61,1,High,0.98
40005,4,Country_45,Swahili,Secondary,Healthcare,8,4,0.54,1,Low,0.12
40006,3,Country_68,Swahili,Secondary,Construction,10,1,0.06,0,Medium,0.26
40007,5,Country_109,Arabic,Bachelor,IT,19,5,0.37,1,High,0.03
40008,5,Country_93,English,Secondary,Construction,13,5,0.6,1,Low,0.45
40009,2,Country_28,Spanish,Bachelor,Carpentry,2,2,0.01,1,Low,0.8
40010,2,Country_87,French,None,Engineering,22,2,0.74,0,Medium,0.66
40011,5,Country_117,Dari,Bachelor,Carpentry,24,1,0.53,1,Low,0.87
40012,8,Country_73,Urdu,Secondary,Construction,13,2,0.23,1,Medium,0.02
40013,7,Country_108,Urdu,Bachelor,Healthcare,15,5,0.8,0,Low,0.07
40014,5,Country_23,Arabic,Secondary,Construction,11,4,0.28,0,Low,0.14
40015,7,Country_58,Spanish,Master,Teaching,11,3,0.29,1,Medium,0.25
40016,7,Country_47,Swahili,Primary,Retail,15,4,0.87,0,Medium,0.45
40017,3,Country_102,Spanish,None,Agriculture,22,2,0.52,1,Low,0.51
40018,6,Country_87,Arabic,Master,Agriculture,15,2,0.0,1,Low,0.89
40019,6,Country_106,Swahili,None,Teaching,11,3,0.01,0,Low,0.58
40020,8,Country_95,Arabic,Bachelor,Plumbing,2,3,0.94,0,High,0.89
40021,4,Country_11,Swahili,Bachelor,Construction,24,1,0.99,1,Low,0.14
40022,8,Country_107,French,Bachelor,Plumbing,17,2,0.7,1,High,0.27
40023,4,Country_109,French,Primary,Carpentry,20,4,0.48,0,Medium,0.04
40024,1,Country_113,Dari,Primary,Agriculture,20,5,0.64,1,Medium,0.82
40025,8,Country_103,Spanish,None,Healthcare,6,4,0.41,1,High,0.98
40026,1,Country_61,Spanish,Primary,Teaching,17,5,0.82,0,High,0.55
40027,5,Country_112,Urdu,Bachelor,Construction,4,2,0.93,1,Low,0.77
40028,8,Country_17,English,None,Retail,16,2,0.67,1,Low,0.57
40029,8,Country_71,Arabic,Master,Carpentry,23,4,0.25,0,Low,0.75
40030,5,Country_47,Arabic,Secondary,Retail,17,1,0.39,1,Low,0.03
40031,1,Country_115,Spanish,None,Logistics,8,4,0.01,0,Medium,0.66
40032,1,Country_15,Swahili,Primary,Teaching,17,4,0.53,1,High,0.11
40033,1,Country_101,English,Primary,Healthcare,8,1,0.81,1,Low,0.51
40034,3,Country_117,English,Master,IT,18,2,0.17,0,High,0.58
40035,3,Country_79,Arabic,None,Engineering,20,4,0.13,1,Medium,0.12
40036,1,Country_120,Spanish,Secondary,Retail,2,5,0.06,1,Low,0.77
40037,5,Country_98,Urdu,Primary,Teaching,9,3,0.8,0,Medium,0.84
40038,1,Country_21,Urdu,Secondary,Engineering,19,3,0.69,0,Low,0.07
40039,1,Country_93,French,None,Retail,6,2,0.41,0,Medium,0.99
40040,6,Country_66,Dari,Primary,Engineering,12,1,0.67,1,High,0.68
40041,5,Country_41,French,Primary,Teaching,8,4,0.36,1,Low,0.37
40042,6,Country_84,Arabic,Master,Teaching,17,5,0.6,0,Medium,0.63
40043,8,Country_56,Swahili,Bachelor,Construction,2,5,0.2,1,Medium,0.06
40044,6,Country_118,French,Master,Logistics,21,2,0.35,0,Low,0.35
40045,1,Country_105,French,Master,Engineering,11,3,0.44,1,Low,0.19
40046,6,Country_67,Arabic,Bachelor,Retail,14,5,0.5,0,Medium,0.68
40047,8,Country_114,English,Bachelor,Logistics,3,5,0.25,0,Low,0.4
40048,5,Country_94,Urdu,None,Logistics,22,4,0.01,0,High,0.99
40049,5,Country_75,English,Primary,Healthcare,20,2,0.79,1,Low,0.08
40050,2,Country_75,Swahili,Primary,Healthcare,19,5,0.49,1,High,0.93
40051,8,Country_82,Urdu,Secondary,Construction,11,1,0.45,1,Low,0.2
40052,6,Country_71,Swahili,Bachelor,Agriculture,0,2,0.85,0,Low,0.86
40053,5,Country_21,Dari,Bachelor,Construction,24,1,0.61,0,Medium,0.17
40054,5,Country_32,English,Secondary,IT,25,4,0.24,1,Low,0.22
40055,4,Country_9,Dari,Primary,Carpentry,24,4,0.66,1,High,0.75
40056,5,Country_74,English,Bachelor,Engineering,1,1,0.56,0,Low,0.4
40057,5,Country_73,Swahili,Primary,Logistics,23,3,0.81,0,Low,0.36
40058,6,Country_50,Urdu,Secondary,IT,19,4,0.63,0,Medium,0.77
40059,6,Country_27,French,Master,IT,22,2,0.81,1,High,0.3
40060,8,Country_53,Arabic,Secondary,IT,23,3,0.54,0,Low,0.16
40061,6,Country_113,Urdu,None,Retail,12,2,0.01,1,High,0.4
40062,7,Country_26,Arabic,Bachelor,Engineering,1,4,0.22,1,High,0.93
40063,2,Country_55,Dari,Bachelor,Healthcare,12,1,0.53,1,High,0.33
40064,7,Country_27,French,Primary,Plumbing,9,3,0.99,1,Medium,0.47
40065,7,Country_98,French,Secondary,Healthcare,5,5,0.13,1,High,0.28
40066,5,Country_59,French,Secondary,Plumbing,21,5,0.83,1,High,0.38
40067,1,Country_34,English,Primary,Teaching,3,2,0.22,1,Low,0.37
40068,2,Country_100,Arabic,None,IT,9,3,0.04,0,High,0.5
40069,5,Country_18,English,None,Engineering,4,5,0.44,1,Low,0.17
40070,8,Country_56,Spanish,Bachelor,Healthcare,15,2,0.51,0,Medium,0.16
40071,1,Country_115,French,None,Carpentry,22,2,0.68,0,Medium,0.96
40072,7,Country_14,French,Bachelor,IT,25,5,0.85,1,Medium,0.76
40073,8,Country_31,English,Master,Agriculture,8,2,0.44,1,Low,0.02
40074,7,Country_81,Swahili,Primary,Logistics,17,2,0.26,0,Low,0.36
40075,6,Country_59,Urdu,None,Plumbing,8,4,0.76,1,High,0.19
40076,6,Country_42,French,Primary,Retail,0,2,0.3,1,High,0.45
40077,6,Country_52,Dari,Master,Agriculture,8,5,0.77,0,Medium,0.9
40078,5,Country_30,French,Secondary,Retail,10,3,0.01,0,Medium,0.82
40079,3,Country_59,English,Primary,Plumbing,1,3,0.08,1,High,0.43
40080,2,Country_61,Spanish,None,Plumbing,11,1,0.43,1,Medium,0.71
40081,1,Country_65,French,None,Carpentry,6,5,0.57,1,High,0.04
40082,2,Country_44,Dari,Master,Carpentry,25,5,0.08,1,High,0.58
40083,7,Country_73,Spanish,None,Plumbing,16,1,0.75,0,Medium,0.34
40084,6,Country_44,Dari,Primary,Construction,24,1,0.53,0,Low,0.44
40085,4,Country_45,Arabic,Bachelor,Healthcare,14,1,0.44,0,Medium,0.34
40086,6,Country_94,Spanish,Bachelor,Construction,3,3,0.73,0,Medium,0.43
40087,3,Country_15,French,Primary,Healthcare,12,2,0.12,1,High,0.89
40088,2,Country_60,Swahili,Secondary,Agriculture,4,5,0.96,0,High,0.93
40089,1,Country_119,Dari,None,Plumbing,12,1,0.99,0,High,0.48
40090,5,Country_18,French,Bachelor,Plumbing,7,2,0.92,0,Medium,0.58
40091,7,Country_55,English,None,IT,3,3,0.2,0,Low,0.44
40092,5,Country_12,Arabic,Primary,Teaching,21,4,0.13,1,Low,0.39
40093,4,Country_113,Spanish,Master,Engineering,6,1,0.7,1,High,0.18
40094,5,Country_67,Urdu,Bachelor,Construction,2,2,0.3,0,Medium,0.31
40095,2,Country_4,Dari,Master,Plumbing,2,4,0.76,0,Medium,0.28
40096,2,Country_33,Swahili,None,Teaching,0,1,0.25,1,Medium,0.51
40097,2,Country_56,Spanish,Secondary,IT,16,4,0.99,1,Low,0.88
40098,4,Country_79,Swahili,Primary,Engineering,1,5,0.57,0,High,0.55
40099,5,Country_11,Dari,Master,Carpentry,19,4,0.92,1,Low,0.07
40100,5,Country_97,English,Bachelor,Engineering,13,5,0.64,1,Medium,0.66
40101,5,Country_120,Swahili,Master,Agriculture,4,3,0.5,1,High,0.61
40102,1,Country_6,English,None,Engineering,9,5,0.39,1,Low,0.2
40103,3,Country_118,Spanish,Primary,IT,11,2,0.97,0,Medium,0.11
40104,2,Country_97,Dari,Secondary,Agriculture,21,2,0.45,0,Low,0.44
40105,5,Country_104,French,Master,Construction,4,2,0.37,1,Low,0.16
40106,7,Country_94,English,Primary,Plumbing,13,5,0.89,0,High,0.93
40107,5,Country_9,Arabic,Bachelor,Engineering,14,3,0.14,0,High,0.45
40108,2,Country_46,Urdu,Master,Carpentry,25,2,0.56,1,Low,0.16
40109,1,Country_75,Spanish,Master,Healthcare,15,5,0.44,0,Low,0.26
40110,6,Country_68,Arabic,None,Teaching,1,1,0.98,0,Low,0.99
40111,4,Country_72,Swahili,None,Healthcare,5,2,0.11,0,Low,0.29
40112,4,Country_37,English,Master,Construction,2,4,0.92,0,Low,0.85
40113,3,Country_21,Dari,None,Carpentry,20,4,0.0,0,Low,0.14
40114,6,Country_28,Swahili,Bachelor,IT,11,1,0.05,1,High,0.82
40115,1,Country_72,English,None,Carpentry,8,1,0.77,0,High,0.73
40116,1,Country_88,Spanish,Primary,Carpentry,15,5,0.12,1,Low,0.94
40117,4,Country_56,Arabic,None,Carpentry,25,2,0.18,1,Medium,0.21
40118,4,Country_46,Arabic,Bachelor,Engineering,22,2,0.35,1,Medium,0.14
40119,8,Country_15,French,Primary,IT,1,4,0.01,1,Low,0.4
40120,5,Country_78,French,Secondary,Engineering,4,5,0.6,1,Medium,0.29
40121,8,Country_66,Urdu,Master,IT,3,2,0.76,0,Low,0.28
40122,4,Country_7,Spanish,Secondary,Engineering,9,1,0.16,1,Medium,0.36
40123,8,Country_119,Spanish,Secondary,Plumbing,1,4,0.75,0,High,0.31
40124,1,Country_14,Urdu,Master,Engineering,24,1,0.06,0,High,0.29
40125,6,Country_73,Arabic,Master,Agriculture,17,1,0.43,1,High,0.87
40126,2,Country_68,Swahili,None,Teaching,16,2,0.03,0,Low,0.97
40127,1,Country_66,Spanish,Master,Agriculture,17,5,0.8,0,Low,0.25
40128,5,Country_103,English,Master,Carpentry,24,2,0.15,0,Medium,0.8
40129,5,Country_59,Urdu,Secondary,Teaching,10,3,0.4,1,Low,0.41
40130,7,Country_89,Dari,None,Construction,12,1,0.48,0,High,0.89
40131,7,Country_61,French,Bachelor,IT,4,1,0.85,0,High,0.55
40132,5,Country_45,English,None,Agriculture,1,1,0.05,0,High,0.79
40133,3,Country_89,French,Master,Teaching,24,5,0.94,0,Medium,0.65
40134,3,Country_107,Urdu,None,Engineering,5,1,0.64,0,Medium,0.32
40135,8,Country_13,Swahili,Bachelor,Plumbing,6,5,0.13,1,High,0.46
40136,1,Country_85,Dari,Primary,Logistics,6,3,0.6,0,Medium,0.7
40137,7,Country_77,English,Primary,Teaching,13,2,0.72,0,High,0.33
40138,1,Country_99,Swahili,Secondary,Retail,10,1,0.17,0,Medium,0.62
40139,1,Country_116,English,Master,Carpentry,23,3,0.99,0,High,0.37
40140,6,Country_116,English,None,Engineering,18,5,0.84,0,Medium,0.33
40141,5,Country_47,French,Secondary,Retail,3,2,0.51,1,High,0.14
40142,1,Country_100,Urdu,None,Teaching,9,3,0.63,1,High,0.12
40143,7,Country_7,Urdu,Secondary,Plumbing,19,5,0.58,0,High,0.47
40144,3,Country_4,Arabic,Master,Engineering,17,2,0.37,1,High,0.11
40145,7,Country_12,Swahili,Secondary,Plumbing,22,4,0.47,0,Low,0.38
40146,2,Country_75,English,Master,Engineering,23,1,0.94,0,Medium,0.55
40147,1,Country_115,Spanish,None,Engineering,11,1,0.01,0,Low,0.83
40148,2,Country_80,Dari,Bachelor,IT,21,5,0.34,0,Medium,0.06
40149,1,Country_33,Dari,Secondary,IT,10,1,0.48,1,High,0.12
40150,5,Country_65,Arabic,Master,Healthcare,8,3,0.53,1,Low,0.76
40151,5,Country_12,French,Primary,Healthcare,12,1,0.87,1,Low,0.01
40152,8,Country_38,Dari,Secondary,Healthcare,21,4,0.86,0,Medium,0.16
40153,6,Country_64,English,Bachelor,Healthcare,10,5,0.45,0,Low,0.8
40154,2,Country_62,Swahili,Primary,Plumbing,23,5,0.23,1,Low,0.04
40155,3,Country_32,Spanish,Master,Retail,17,3,0.14,1,Medium,0.38
40156,6,Country_104,Dari,None,Healthcare,1,1,0.36,1,High,0.52
40157,5,Country_118,French,Secondary,Agriculture,18,2,0.03,1,Medium,0.89
40158,6,Country_53,Spanish,None,Engineering,7,2,0.54,0,Low,0.95
40159,4,Country_52,Urdu,Secondary,Teaching,25,5,0.44,0,Medium,0.72
40160,2,Country_66,Arabic,Secondary,Healthcare,5,4,0.85,0,Low,0.79
40161,1,Country_25,Dari,Master,Teaching,8,1,0.93,1,Medium,0.34
40162,1,Country_75,Swahili,Secondary,Construction,20,3,0.85,1,Low,0.67
40163,5,Country_107,French,Master,Engineering,2,3,0.5,1,Low,0.02
40164,1,Country_77,French,None,Agriculture,6,3,0.15,1,High,0.0
40165,3,Country_98,Arabic,Primary,Construction,24,5,0.84,1,Medium,0.07
40166,5,Country_29,English,None,Carpentry,11,5,0.96,1,Medium,0.48
40167,8,Country_96,English,Secondary,Carpentry,9,5,0.47,1,Medium,0.82
40168,2,Country_83,Dari,Primary,Plumbing,10,1,0.05,1,Medium,0.49
40169,3,Country_29,Spanish,None,Healthcare,0,4,0.86,1,High,0.86
40170,6,Country_33,English,Master,Plumbing,21,1,0.16,0,Low,0.74
40171,4,Country_5,French,Master,Carpentry,6,3,0.41,1,High,0.28
40172,3,Country_104,Urdu,Bachelor,Logistics,9,5,0.95,0,Medium,0.35
40173,3,Country_48,Urdu,Bachelor,Plumbing,7,5,0.88,1,Medium,0.76
40174,8,Country_79,English,Secondary,Engineering,3,4,0.08,1,High,0.08
40175,3,Country_10,Dari,None,Logistics,20,5,0.28,0,Low,0.7
40176,1,Country_10,French,Bachelor,Retail,11,3,0.66,0,Medium,0.96
40177,6,Country_30,Arabic,Primary,Logistics,18,2,0.24,1,Medium,0.04
40178,1,Country_91,Spanish,Master,IT,5,2,0.31,0,Low,0.78
40179,3,Country_55,Arabic,Secondary,Retail,22,1,0.76,1,Medium,0.04
40180,5,Country_114,English,None,Engineering,9,3,0.91,1,High,0.55
40181,5,Country_58,French,None,Logistics,5,5,0.06,1,Low,0.32
40182,2,Country_76,Dari,Secondary,Teaching,19,1,0.72,1,Medium,0.41
40183,1,Country_84,English,None,IT,3,4,0.75,0,High,0.57
40184,7,Country_80,Spanish,None,Logistics,8,4,0.01,0,Low,0.79
40185,2,Country_68,Spanish,Primary,Plumbing,10,2,0.23,0,Low,0.39
40186,3,Country_79,Swahili,None,Construction,17,2,0.37,1,High,0.58
40187,3,Country_45,French,Primary,Engineering,1,4,0.55,1,High,0.04
40188,5,Country_114,English,Secondary,Agriculture,0,4,0.96,0,High,0.96
40189,3,Country_89,Spanish,Secondary,Teaching,21,4,0.08,1,Low,0.6
40190,5,Country_82,Swahili,Master,Agriculture,12,5,0.49,1,Low,0.56
40191,2,Country_118,Swahili,Primary,Agriculture,23,5,0.07,1,Medium,0.3
40192,4,Country_89,Urdu,Primary,Logistics,8,5,0.87,0,Medium,0.25
40193,7,Country_34,Dari,None,Plumbing,0,1,0.74,1,Medium,0.19
40194,1,Country_62,English,Secondary,Engineering,17,1,0.39,0,Medium,0.4
40195,5,Country_107,Spanish,None,Carpentry,17,5,0.84,0,High,0.31
40196,6,Country_66,French,Bachelor,Teaching,11,3,0.05,1,Medium,0.63
40197,7,Country_115,Arabic,Bachelor,Construction,17,1,0.19,1,Low,0.04
40198,5,Country_94,English,None,Agriculture,13,4,0.72,1,Medium,0.35
40199,2,Country_79,French,Primary,Healthcare,23,3,0.91,1,High,0.06
40200,7,Country_14,Dari,Secondary,Teaching,20,3,0.57,0,High,0.43
40201,4,Country_89,French,Master,Healthcare,23,2,0.16,0,Low,0.33
40202,2,Country_107,English,Primary,Plumbing,7,3,0.01,1,Medium,0.62
40203,8,Country_115,English,Primary,Retail,5,4,0.9,1,High,0.72
40204,5,Country_110,English,Master,Healthcare,1,3,0.67,1,Medium,0.71
40205,2,Country_97,Swahili,Master,Plumbing,8,5,0.15,1,High,0.58
40206,7,Country_44,French,Primary,Carpentry,25,2,0.23,1,Low,0.82
40207,2,Country_22,Urdu,Master,Engineering,12,4,0.91,1,Low,0.23
